AcresBurned,ArchiveYear,Counties,Extinguished,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,SearchDescription,Started
50,2013,San Luis Obispo,2013-05-25T18:45:00Z,,35.5123,-120.6368,FALSE,Homestead Fire,,"The Homestead Fire burned in May 2013, off Homestead Road and Highway 41, northeast of Atascadero in San Luis Obispo County. ",2013-05-25T17:35:00Z
46,2013,Calaveras,2013-08-19T07:10:00Z,2,38.06231,-120.45233,TRUE,Bridges Fire,169,"The Bridges Fire burned in August 2013 off Parrott's Ferry Road north of the bridge, near Vallecito & New Melones Lake in Calaveras County. ",2013-08-17T10:11:00Z
46,2013,Fresno,2013-06-19T08:45:00Z,,37.03087,-119.463757,FALSE,Sierra Fire,,"The Sierra Fire started in June 2013 off Black Mountain Road at Lodge Road near Sierra High School, southeast of Auberry in Fresno County.",2013-06-17T14:41:00Z
45,2013,Mendocino,2013-07-23T16:00:00Z,,38.980846,-123.067671,FALSE,Pratt Fire,,"The Pratt Fire burned in July 2013 off Highway 175 and Pratt Ranch Road, east of Hopland in Mendocino County. ",2013-07-23T13:29:00Z
44,2013,Ventura,2013-12-11T17:30:00Z,,0,0,FALSE,Happy Camp Fire,,The Happy Camp Fire off Happy Camp Canyon Rd near Moorpark was 44 acres.,2013-12-10T02:26:00Z
43,2013,Shasta,2013-07-09T15:00:00Z,,40.373,-122.7338,FALSE,Fiddler Fire,,The Fiddler Fire burned in July 2013 off Fiddler Road in Shasta County. ,2013-07-09T11:59:00Z
42,2013,Riverside,2013-06-08T19:00:00Z,,33.96936,-117.1265,FALSE,Viper Fire,,"The Viper Fire burned in June 2013 off San Timoteo Canyon Road and Viper Road, north of Moreno Valley in Riverside County. ",2013-06-08T15:37:00Z
41,2013,San Mateo,2013-09-07T20:00:00Z,,37.667295,-122.427285,FALSE,Chestnut Fire,,"The Chestnut Fire burned September 2013 off of Chestnut Ave and Hillside Blvd, near San Bruno Mountain, south of San Francisco, in San Mateo County.",2013-09-07T13:55:00Z
40,2013,Santa Clara,2013-12-31T16:00:00Z,,37.342186,-121.717706,FALSE,Grant Fire,,The Grant Fire off Mount Hamilton Road near Grant Ranch County Park was 40 acres.,2013-12-31T05:30:00Z
40,2013,Orange,2013-10-09T08:00:00Z,,33.7655,-117.6649,FALSE,Baker Fire,,"The Baker Fire burned 40 acres in October 2013 off Baker Canyon Rd, Silverado Canyon area, east of Irvine in Orange County.",2013-10-06T10:52:00Z
40,2013,San Diego,2013-09-28T09:15:00Z,,0,0,FALSE,Valley Fire,,The Valley Fire burned September 2013 off I-8 and Los Coaches Road near Lakeside in San Diego County.,2013-09-26T17:29:00Z
40,2013,Riverside,2013-08-16T21:00:00Z,,33.570291,-116.10815,FALSE,Pierce Fire,,The Pierce Fire burned in August 2013 off Avenue 66 and Pierce Street in Riverside County. ,2013-08-16T13:31:00Z
40,2013,Siskiyou,2013-07-31T19:25:00Z,,0,0,FALSE,Trout Fire,,"The Trout Fire burned in July 2013 near the Siskiiyou Wildland Refuge, 5 miles southeast of Montague in Siskiyou County. ",2013-07-31T15:25:00Z
40,2013,Riverside,2013-07-20T19:30:00Z,,33.9634,-117.2508,FALSE,Heacock Fire,,The Heacock Fire burned in July 2013 off Heacock Street and Sandy Glade Ave in Moreno Valley in Riverside County. ,2013-07-19T16:21:00Z
40,2013,Riverside,2013-06-15T08:00:00Z,,34.001745,-117.302057,FALSE,Palmyrita Fire,,"The Palmyrita Fire burned in June 2013 off Highgrove Pass Rd and Pigeon Pass Rd, Community of Highgrove, Riverside County. ",2013-06-14T13:47:00Z
40,2013,Riverside,2013-05-17T08:30:00Z,,33.655638,-116.161201,TRUE,54 Fire,65,"The 54 Fire burned in May 2013 off Avenue 54 and Tyler Street, near the community of Coachella, in Riverside County. ",2013-05-16T13:48:00Z
38,2013,El Dorado,2013-08-24T11:45:00Z,,38.89555,-120.84716,FALSE,Empire Fire,,The Empire Fire burned in August 2013 off Highway 193 and Empre Creek Circle near Georgetown in El Dorado County. ,2013-08-24T14:54:00Z
38,2013,Lake,2013-08-07T18:30:00Z,,39.1591,-122.5906,FALSE,Indian Fire,,"The Indian Fire burned in August 2013 off Bartlett Springs Road near Indian Valley Reservoir, 10 miles northeast of Clearlake Oaks in Lake County. ",2013-08-07T12:35:00Z
38,2013,Alameda,2013-07-06T14:30:00Z,,37.74241,-121.86216,FALSE,Fallon Fire,,The Fallon Fire burned in July 2013 off Fallon Road and Camino Tassajara near Dublin in Alameda County. ,2013-07-06T13:09:00Z
35,2013,Fresno,2013-06-13T21:30:00Z,,36.763367,-119.558244,FALSE,Michelle Fire,,"The Michelle Fire burned in June 2013, off McKinley Ave and Academy Ave, north of Sanger in Fresno County.",2013-06-13T15:54:00Z
35,2013,San Luis Obispo,2013-05-20T19:10:00Z,,35.49864,-120.91375,FALSE,Cottontail Fire,,"The Cottontail Fire burned in May 2013 off Cayucos Creek Road and Thunder Canyon Road, north of Cayucos in San Luis Obispo County. ",2013-05-20T15:45:00Z
34,2013,Shasta,2013-08-05T08:17:00Z,,0,0,FALSE,Honey Fire,,"The Honey Fire burned in August 2013 off Honey Bee Road, west of Redding in Shasta County. ",2013-08-04T18:00:00Z
33,2013,Shasta,2013-11-07T19:45:00Z,,40.483662,-122.140914,FALSE,Dersch Fire,,"The Dersch Fire off Dersch Rd and Hyrax, Millville was 33 acres.",2013-11-07T16:10:00Z
31,2013,Calaveras,2013-07-23T15:10:00Z,,37.965364,-120.696362,FALSE,Chuckwagon Fire,,"The Chuckwagon Fire burned in July 2013 off Chuckwagon Drive, near Copperopolis in Calaveras County. ",2013-07-22T12:34:00Z
30,2013,Lake,2013-09-15T17:14:00Z,,38.9777,-122.683,TRUE,Lakeshore Fire,,The Lakeshore Fire burned September 2013 near Clearlake in Lake County.,2013-09-15T19:45:00Z
30,2013,Lake,2013-06-06T07:00:00Z,,38.99233,-122.703193,FALSE,Lake Fire,,The Lake Fire burned in June 2013 off Lakeshore Drive and Patterson Drive in Clearlake Oaks in Lake County. ,2013-06-05T16:05:00Z
30,2013,San Bernardino,2013-04-22T09:00:00Z,,34.288877,-116.941311,FALSE,Fawnskin Fire,,"The Fawnskin Fire burned in April 2013 in the San Bernardino National Forest, west of Delamar Mountain, in San Bernardino County. ",2013-04-20T17:30:00Z
28,2013,Sonoma,2013-06-14T15:45:00Z,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,,The Sonoma-Lake-Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,2013-06-10T00:46:00Z
28,2013,Solano,2013-06-14T15:45:00Z,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,,The Sonoma-Lake-Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,2013-06-10T00:46:00Z
28,2013,Lake,2013-06-14T15:45:00Z,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,,The Sonoma-Lake-Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,2013-06-10T00:46:00Z
28,2013,Colusa,2013-06-14T15:45:00Z,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,,The Sonoma-Lake-Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,2013-06-10T00:46:00Z
27,2013,Shasta,2013-08-14T20:35:00Z,,40.473356,-122.48259,FALSE,Cloverdale Fire,,"The Cloverdale Fire burned in August 2013, Cloverdale Roadd. and Dale Road, Happy Valley, 9 miles southwest of Redding in Shasta County. ",2013-08-14T15:37:00Z
25,2013,San Diego,2013-07-28T17:50:00Z,,32.612773,-116.707335,FALSE,Flume Fire,,The Flume Fire burned in July 2013 off Barrett Lake Road and Highway 94 in San Diego County. ,2013-07-28T09:43:00Z
25,2013,Lake,2013-06-20T13:15:00Z,,38.98058,-122.81796,FALSE,Mount Fire,,"The Mount Fire burned in June 2013 off Konocti Road and Oak Hills Lane, east of Kelseyville, in Lake County",2013-06-20T14:29:00Z
25,2013,Riverside,2013-05-20T18:50:00Z,,33.96201,-116.907213,FALSE,Cherry Fire,,"The Cherry Fire burned in May 2012 off Sunset Ave and Mesa Street in Banning, in Riverside County. ",2013-05-20T13:47:00Z
23,2013,Lake,2013-11-24T18:45:00Z,,38.9289,-122.5818,FALSE,Dam Fire,,"The Dam Fire was a 23 acre fire off Dam Road, southeast of Clear Lake.",2013-11-23T14:17:00Z
15,2013,Mendocino,2013-12-30T20:30:00Z,,0,0,FALSE,Refuse Fire,,The Refuse Fire off Refuse Road near Covelo was 15 acres.,2013-12-30T11:00:00Z
15,2013,Riverside,2013-07-19T19:30:00Z,,33.94528,-117.09306,FALSE,Gilman Fire,,"The Gilman Fire burned in July 2013 off Highway 60 eat of Gilman Springs Road, east of Moreno Valley in Riverside County. ",2013-07-19T17:31:00Z
15,2013,Madera,2013-05-13T09:00:00Z,,0,0,FALSE,Ranger Fire,,The Ranger Fire burned in May 2013 off Range Circle Drive in Yosemite Lake in Madera County. ,2013-05-12T13:02:00Z
0,2013,Humboldt,2013-08-03T15:00:00Z,,41.333,-123.376,FALSE,Orleans Complex,,"The Orleans Complex burned in August 2013. 10 miles east of Somes Bar, Humboldt County. ",2013-08-03T08:00:00Z
0,2013,Riverside,2013-06-09T16:45:00Z,,33.99647,-116.84137,FALSE,Hathaway Fire,,"The Hathaway Fire burned in June 2013 in the Hathaway Canyon area, northeast of Banning on the San Bernardino National Forest in Riverside County. ",2013-06-09T12:30:00Z
97717,2014,El Dorado,2014-10-09T17:20:00Z,12,38.805437,-120.629714,TRUE,King Fire,,"The King Fire started on September 13, 2014 and burned 97,717 acres near Pollock Pines on the El Dorado and Tahoe National Forest in El Dorado and Placer Counties.",2014-09-13T16:32:00Z
50042,2014,Siskiyou,2014-08-06T10:00:00Z,,0,0,FALSE,July Complex,,"The July Complex started on August 2, 2014 and burned 50,042 acres on the Klamath National Forest in Siskiyou County.",2014-08-02T09:00:00Z
39736,2014,Shasta,2014-08-15T14:00:00Z,,40.901,-121.368,FALSE,Bald Fire,,"The Bald Fire started on July 30 and burned 39,736 acres 8 miles southeast of Fall River Mills on the Lassen National Forest in Shasta County. ",2014-07-30T20:15:00Z
35302,2014,Siskiyou,2014-08-18T09:45:00Z,,42.048,-122.345,FALSE,Oregon Gulch Fire (part of the Beaver Complex),,"The Oregon Gulch Fire, part of the Beaver Complex, started on July 30, 2014 and burned 35,302 acres (9,464 acres in California) near the community of Copco, South of the Oregon Border in Siskiyou County.",2014-07-30T23:00:00Z
32496,2014,Siskiyou,2014-09-02T13:00:00Z,,0,0,FALSE,Beaver Fire,,"The Beaver Fire started July 30, 2013 and burned 32,496 acres north of Highway 96, off of Beaver Creek Road on the Klamath National Forest in Siskiyou County.",2014-07-30T00:00:00Z
32416,2014,Shasta,2014-08-25T10:00:00Z,11,40.72,-121.562,TRUE,Eiler Fire,78,"The Eiler fire started on Jul 31, 2014 and burned 32,416 acres near Old Station, 12 miles southeast of Burney in Shasta County. ",2014-07-31T18:04:00Z
14416,2014,San Diego,2014-05-21T17:00:00Z,,0,0,FALSE,Pulgas Fire,,"The Pulgas Fire started on May 15, 2014 and burned 14,416 acres off Interstate 5 at Las Pulgas Road in San Diego County.",2014-05-15T14:45:00Z
13838,2014,Madera,2014-07-28T14:30:00Z,,0,0,FALSE,French Fire,,"The French Fire started on July 28, 2014 and burned 13,838 acres in the Rock Creek Drainage, south of Mammoth Pool Reservoir on the Sierra National Forest in Madera County.",2014-07-28T05:45:00Z
13153,2014,Modoc,2014-08-13T07:00:00Z,7,41.1336,-121.2144,TRUE,Day Fire,297,"The Day Fire started on July 30, 2014 and burned 13,153 acres north of the community of Day in Modoc County. ",2014-07-30T19:01:00Z
12661,2014,Shasta,2014-07-26T20:00:00Z,21,40.4314,-122.750788,TRUE,Bully Fire,,"The Bully Fire started on July 11, 2014 and burned 12,661 acres off Plantina Road at Bland Road in Igo in Shasta County.",2014-07-11T15:37:00Z
12536,2014,Mendocino,2014-09-09T19:30:00Z,15,0,0,TRUE,Lodge Lightning Complex,,"The Lodge Complex started on July 30, 2014 and burned 12,536 acres in the Wilderness Lodge and Eel River Canyon area of Mendocino County.",2014-07-30T06:27:00Z
6488,2014,Yolo,2014-07-12T18:00:00Z,5,38.512,-122.104,TRUE,Monticello Fire,87,"The Monticello Fire started on July 4, 2014 and burned 6,488 acres off Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa in Yolo County.",2014-07-04T21:32:00Z
6258,2014,Shasta,2014-11-14T13:00:00Z,,41.141,-122.805,FALSE,Coffee Fire,,"The Coffee Fire started July 30, 2014 and burned 6,258 acres near East Fork of the Coffee Creek Drainage on the Shasta-Trinity National Forest in Shasta County.",2014-07-30T20:30:00Z
5503,2014,Siskiyou,2014-08-18T10:00:00Z,,41.682,-122.127,FALSE,Little Deer Fire,,"The Little Deer Fire started on July 31, 2014 and burned 5,503 acres north of Grass Lake near Little Deer Mountain along Highway 97 in Siskiyou County",2014-07-31T17:45:00Z
5367,2014,San Diego,2014-05-19T09:20:00Z,,33.3529,-117.284889,TRUE,Tomahawk Fire,,"The Tomahawk Fire started on May 13, 2014 and burned 5,367 acres off Naval Weapons Station & Camp Pendleton in San Diego County. ",2014-05-14T09:45:00Z
4840,2014,Monterey,2014-06-21T19:00:00Z,,0,0,FALSE,Stoney Fire,,"The Stoney Fire started on June 19, 2014 near Fort Hunter Liggett in Monterey County and burned 4,840 acres.",2014-06-19T15:14:00Z
4772,2014,Mariposa,2014-12-12T13:45:00Z,,0,0,FALSE,Meadow Fire,,"The Meadow Fire started on August 16 and burned 4,772 acres east of Little Yosemite Valley (Mariposa County) in Yosemite National Park.",2014-08-16T00:00:00Z
4689,2014,Mariposa,2014-08-10T08:15:00Z,,0,0,FALSE,El Portal Fire,,"The El Portal Fire started on July 26, 2014 near Highway 140 amd the community of El Portal in both the Yosemite National Park and Stanisluas National Forest in Mariposa County.",2014-07-26T17:00:00Z
4300,2014,Napa,2014-07-09T18:00:00Z,4,38.664,-122.454,TRUE,Butts Fire,0,"The Butts Fire started on July 1, 2014 and burned 4,300 acres off Butts Canyon Rd in Pope Valley, 10 miles southeast of Middletown in Napa County.",2014-07-01T12:08:00Z
4300,2014,Lake,2014-07-09T18:00:00Z,4,38.664,-122.454,TRUE,Butts Fire,0,"The Butts Fire started on July 1, 2014 and burned 4,300 acres off Butts Canyon Rd in Pope Valley, 10 miles southeast of Middletown in Napa County.",2014-07-01T12:08:00Z
4240,2014,Amador,2014-08-02T19:15:00Z,2,38.5691,-120.7819,TRUE,Sand Fire,40,"The Sand Fire started July 25, 2014 and burned 4,240 acres east of Highway 49, 5 miles north of Plymouth in Amador and El Dorado Counties.",2014-07-25T16:34:00Z
4240,2014,El Dorado,2014-08-02T19:15:00Z,2,38.5691,-120.7819,TRUE,Sand Fire,40,"The Sand Fire started July 25, 2014 and burned 4,240 acres east of Highway 49, 5 miles north of Plymouth in Amador and El Dorado Counties.",2014-07-25T16:34:00Z
4045,2014,Kern,2014-08-27T18:00:00Z,,35.7206,-118.4747,FALSE,Way Fire,,"The Way Fire started August 18, 2014 and burned 4,045 acres off the north side of Hwy 155, northwest of Wofford Heights in Kern County.",2014-08-18T14:30:00Z
3895,2014,Kern,2014-06-20T08:30:00Z,,35.70683,-118.555527,FALSE,Shirley Fire,,"The Shirley Fire started on June 13, 2014 in the Sequoia National Forest in Kern County and burned 2,545 acres.",2014-06-13T17:00:00Z
2143,2014,San Bernardino,2014-05-05T17:30:00Z,3,34.169346,-117.547374,TRUE,Etiwanda Fire,583,"The Etiwanda Fire started on April 30, 2014 and burned north of Rancho Cucamonga in San Bernardino County.",2014-04-30T08:00:00Z
1995,2014,San Diego,2014-05-22T18:15:00Z,3,33.1137,-117.1599,TRUE,Cocos Fire,514,"The Cocos Fire started on May 14, 2014 and burned off Village Drive & Twin Oaks Road in San Diego County.",2014-05-14T16:00:00Z
1952,2014,Los Angeles,2014-01-27T10:00:00Z,,34.1703,-117.8816,FALSE,Colby Fire,,"The Colby Fire started on January 16, 2014 and burned 1,952 acres near Morris Reservoir, north of Glendora in Los Angeles County. ",2014-01-16T05:50:00Z
1680,2014,Kern,2014-07-21T14:45:00Z,,35.642,-118.15,FALSE,Nicolls Fire ,,"The Nicolls Fire started on July 11, 2014 in the Kelso Valley/Onyx area and burned 1,680 acres.",2014-07-11T13:46:00Z
1651,2014,Modoc,2014-07-03T10:30:00Z,,41.89,-120.79,FALSE,Modoc Lightning Complex,,"The Modoc Lightning Complex started on July 1, 2014 and was 15 fires that burned 1,651 acres on the Modoc National Forest in Modoc County.",2014-07-01T19:00:00Z
1548,2014,San Diego,2014-05-17T20:14:00Z,3,33.003,-117.133,TRUE,Bernardo Fire,211,"The Bernardo Fire started on May 13, 2014 and burned 1,548 acres off off Nighthawk Lane, southwest of Rancho Bernardo, in San Diego County.",2014-05-13T11:00:00Z
1469,2014,Modoc,2014-07-07T07:00:00Z,,41.489,-120.904,TRUE,Gulch Fire,427,"The Gulch Fire started on July 3, 2014 as 5 fires that burned 100 acres off Hwy 139, 15 miles north of Canby in Modoc County.",2014-07-03T15:46:00Z
1457,2014,San Diego,2014-05-20T23:30:00Z,,33.417572,-117.550567,FALSE,San Mateo Fire,,"The San Mateo Fire started on May 16, 2014 and burned 1,457 acres in the Talega area of the Marine Corps Base Camp Pendleton in San Diego County.",2014-05-16T11:24:00Z
1375,2014,Shasta,2014-09-16T09:30:00Z,4,40.7101,-122.171,TRUE,Gulch Fire,169,"The Gulch Fire started on September 10, 2014 and burned 1,375 acres off Aloha Rd in the Jones Valley area, 15 miles northeast of Redding in Shasta County.",2014-09-10T00:30:00Z
1080,2014,Mariposa,2014-08-20T19:00:00Z,,0,0,FALSE,Dark Hole Fire,,"The Dark Hole Fire started July 17, 2014 and is burning near the Yosemite Creek Campground in Yosemite National Park in Mariposa County.",2014-07-17T01:00:00Z
968,2014,Orange,2014-09-22T15:00:00Z,,33.748,-117.601,FALSE,Silverado Fire,,"The Silverado Fire started on September 12 and is burned 968 acres off Silverado Canyon Road, south of Corona in the Cleveland National Forest (Orange County).",2014-09-12T10:30:00Z
865,2014,Tehama,2014-01-10T18:30:00Z,,40.134597,-121.790183,FALSE,Campbell Fire,,"The Campbell Fire started on January 2, 2014 and burned 865 acres in the Ishi Wilderness, north of Campbellville on the Lassen National Forest in Tehama County. ",2014-01-02T20:00:00Z
677,2014,Mariposa,2014-06-02T18:30:00Z,9,0,0,TRUE,Hunters Fire,32,"The Hunters Fire started on May 26, 2014 and burned burned 677 acres in the Hunters Valley area, near the southeast shore of Lake McClure in Mariposa County.",2014-05-26T15:33:00Z
632,2014,Santa Barbara,2014-05-19T09:20:00Z,,34.609,-120.454,TRUE,Miguelito Fire,548,"The Miguelito Fire started on May 13, 2014 and burned 632 acres off Santa Miguelito Canyon Road in Santa Barbara County.",2014-05-13T14:00:00Z
612,2014,Madera,2014-08-25T08:25:00Z,3,37.3433,-119.6581,TRUE,Junction Fire,188,"The Junction Fire started August 18, 2014 and burned 612 acres off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst in Madera County.",2014-08-18T13:50:00Z
600,2014,San Diego,2014-05-17T00:00:00Z,,33.1109,-117.279,FALSE,Poinsettia Fire,,"The Poinsettia Fire started on May 14, 2014 and burned 600 acres off Poinsettia Lane & Alicante Road in San Diego County.",2014-05-14T10:30:00Z
580,2014,Trinity,2014-08-28T19:00:00Z,2,40.7412,-122.946,TRUE,Oregon Fire,46,"The Oregon Fire started on August 28 and burned 580 acres off Hwy 299 at Oregon Mountain Summit, near Weaverville in Trinity County.",2014-08-24T16:36:00Z
516,2014,Siskiyou,2014-10-11T18:50:00Z,1,41.42384,-122.37432,TRUE,Boles Fire,453,"The Boles Fire started on September 15, 2014 and burned 479 acres in and around the City of Weed in Siskiyou County. ",2014-09-15T13:38:00Z
487,2014,Tuolumne,2014-06-05T20:00:00Z,,37.76617,-120.45087,FALSE,59 Fire,,"The 59 Fire started on June 4, 2014 and burned 487 acres near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir in Tuolumne County.",2014-06-04T11:45:00Z
459,2014,Placer,2014-10-15T07:50:00Z,2,0,0,TRUE,Applegate Fire,,"The Applegate Fire started on October 8, 2014 and burned 459 acres on the eastside of Interstate 80 in the Applegate area in Placer County.",2014-10-08T13:33:00Z
